CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointsEarned,LastTransactionDate,AccountType,Branch
15639814,Schmidt,608.0,Spain,M,41.0,2,,1,0.0,0.0,67248.92,0,0.0,5.0,diamond,988,21/03/2024,savings,Bangalore East
15626964,Miller,452.0,France,Male,38.0,9,157756.42,4,0.0,0.0,99305.85,0,0.0,1.0,GOLD,847,12-01-2022,Current,Kolkata Main
15648251,Singh,569.0,FRANCE,female,,9,147268.81,4,1.0,1.0,27411.7,0,0.0,2.0,Gold,380,,Current ,Jaipur City
15634738,Das,518.0,spain,Female,28.0,9,,3,1.0,0.0,81638.25,0,0.0,4.0,GOLD,740,26-Sep-2019,Savings,Kolkata Main
15645248,GUPTA,582.0,GERMANY,Female,38.0,8,,1,1.0,1.0,,0,0.0,4.0,gold,508,06/22/2019,Savings,Bangalore East
15606023,Wilson,553.0,France ,M,32.0,9,108596.42,1,1.0,0.0,112578.6,0,1.0,4.0,Platinum,553,08/19/2019,savings,Kolkata Main
15600868,Kumar,845.0,Spain,female,59.0,1,135431.64,2,1.0,1.0,156142.62,0,0.0,4.0,PLATINUM,667,2021-02-13,Savings,Jaipur City
15626264,Williams,640.0,France ,F,25.0,7,-104777.21,1,,0.0,140812.63,0,1.0,1.0,GOLD,345,04-Feb-2020,CURRENT,Kolkata Main
15628481,Meyer,801.0,France,M,48.0,3,267084.52,1,1.0,1.0,150576.08,1,,2.0,diamond,911,26-Sep-2024,Current,Hyderabad Hitech
15603710,Davis,545.0, France,F,18.0,7,99063.51,2,1.0,0.0,124230.73,0,0.0,4.0,Platinum,940,,Savings,Lucknow Branch
15636207,Moore,687.0,Germany,MALE,30.0,2,38832.71,1,1.0,0.0,5752.64,0,0.0,2.0,GOLD,894,12/03/2021,Savings,Pune West
15645711,Verma,737.0, Spain,M,39.0,0,63677.94,1,0.0,,136671.13,0,0.0,3.0,Platinum,292,2021-03-23,Current ,Chennai South
15624770,Wagner,726.0, Spain,male,57.0,7,132802.01,1,0.0,1.0,66934.0,1,0.0,3.0,Silver,712,05-Nov-2021,Savings,Jaipur City
15623919,Muller,719.0,GERMANY,male,18.0,1,28202.29,2,0.0,0.0,9446.79,0,0.0,4.0,PLATINUM,853,08/10/2018,Current,Chennai South
15617478,Hoffmann,789.0,france,female,26.0,2,43195.03,4,1.0,1.0,127994.2,0,0.0,5.0,PLATINUM,409,09/05/2019,Current,Pune West
15619502,Weber,658.0, Spain,Female,43.0,2,142129.57,2,1.0,0.0,99944.49,0,0.0,3.0,Platinum,568,13/11/2020,Current ,Bangalore East
15645072,Iyer,605.0,France ,Female,33.0,1,146377.19,4,0.0,1.0,68154.49,0,0.0,5.0,PLATINUM,487,2019-09-07,savings,Lucknow Branch
15604241,Johnson,791.0,Spain ,male,33.0,5,74832.85,2,0.0,,123637.02,0,0.0,3.0,DIAMOND,313,07/03/2024,Current ,Jaipur City
15638761,Miller,491.0, Germany,female,38.0,2,30285.49,1,1.0,0.0,,0,0.0,2.0,Platinum,425,,savings,Kolkata Main
15620140,Reddy,483.0,Spain,female,30.0,9,,4,1.0,0.0,13500.56,0,0.0,4.0,diamond,290,10/04/2018,savings,Jaipur City
15627679,Fischer,810.0, Spain,M,25.0,4,3290.56,4,0.0,1.0,152284.33,0,1.0,3.0,silver,27,2023-10-15,Current,Pune West
15607938,Meyer,676.0,FRANCE,Female,38.0,3,111266.74,2,1.0,0.0,132671.61,0,0.0,1.0,GOLD,995,11/03/2023,CURRENT,Bangalore East
15614976,Verma,613.0,germany,MALE,47.0,0,0.0,4,1.0,1.0,179828.64,0,0.0,1.0,diamond,195,,Current ,Hyderabad Hitech
15623475,Verma,563.0,SPAIN,MALE,22.0,5,51903.79,3,0.0,1.0,100771.63,0,0.0,2.0,DIAMOND,852,20-02-2024,CURRENT,Hyderabad Hitech
15612014,Wilson,743.0,france,F,31.0,6,133137.12,2,1.0,0.0,34464.35,0,,2.0,Silver,339,17-Mar-2019,Savings,Jaipur City
15603610,Verma,654.0,Germany,Female,46.0,2,25257.21,4,1.0,1.0,128614.08,1,1.0,5.0,silver,717,23-09-2018,Current ,Lucknow Branch
15631901,Davis,751.0,GERMANY,FEMALE,49.0,1,63740.44,2,0.0,1.0,60978.45,0,0.0,4.0,gold,239,27-May-2023,Savings,Mumbai Central
15637745,Reddy,625.0, France,F,61.0,7,89155.26,3,1.0,0.0,192980.23,0,0.0,3.0,silver,496,11/02/2020,Current ,Mumbai Central
15649518, Hoffmann  ,581.0, France,MALE,18.0,7,98796.33,3,1.0,0.0,80441.48,0,0.0,3.0,Silver,774,2020-11-17,savings,Chennai South
15610515,Muller,712.0,Germany,F,36.0,10,114009.36,2,1.0,1.0,178250.95,0,1.0,5.0,Diamond,211,17/06/2024,savings,Hyderabad Hitech
15614691,Reddy,609.0, Spain,F,24.0,0,1671.04,2,1.0,1.0,157953.24,0,1.0,3.0,Gold,235,,savings,Chennai South
15614938,Jones,709.0,germany,FEMALE,42.0,8,71342.37,3,1.0,1.0,15115.3,0,0.0,4.0,Silver,945,15-Oct-2020,CURRENT,Mumbai Central
15604415,Verma,647.0,SPAIN,female,18.0,3,166486.97,3,0.0,1.0,152112.21,0,0.0,,,432,2019-06-03,CURRENT,Chennai South
15645367,Wilson,662.0,Germany ,female,37.0,10,102843.78,2,0.0,0.0,188970.69,0,1.0,3.0,PLATINUM,903,04-11-2019,Current ,Bangalore East
15639131,Jones,742.0,Spain,female,22.0,10,40471.4,3,1.0,0.0,192784.54,0,0.0,3.0,DIAMOND,539,09-03-2023,Current,Kolkata Main
15647043,Becker,719.0,germany,male,30.0,5,76250.29,4,1.0,0.0,171040.65,1,0.0,3.0,Platinum,754,15/11/2020,CURRENT,Mumbai Central
15648756,Wagner,708.0,France,,42.0,9,119707.54,2,1.0,0.0,37994.92,0,1.0,2.0,diamond,448,02-04-2024,Current,Bangalore East
15607963,Smith,650.0, Germany,F,52.0,6,91796.54,3,1.0,1.0,,0,,3.0,Gold,892,07/08/2019,Current ,Bangalore East
15623373,Reddy,612.0,Spain ,F,36.0,0,-113174.14,2,1.0,,164177.59,0,0.0,1.0,GOLD,720,05-09-2021,Current,Kolkata Main
15615525,Johnson,687.0,france,Male,51.0,7,0.0,1,0.0,1.0,145956.0,0,0.0,3.0,diamond,672,22/03/2018,savings,Pune West
15603640,Reddy,719.0,Germany,MALE,38.0,5,74184.46,1,0.0,1.0,156354.01,1,0.0,5.0,PLATINUM,162,18-Aug-2020,Savings,Delhi North
15613259,Wilson,551.0,GERMANY,male,26.0,7,,3,1.0,0.0,45717.96,1,1.0,4.0,gold,309,01/11/2024,CURRENT,Delhi North
15602172,Gupta,603.0,FRANCE,female,38.0,4,12431.67,3,0.0,0.0,110854.83,0,0.0,3.0,silver,509,2021-05-10,Current ,Hyderabad Hitech
15647623,Johnson,716.0,SPAIN,male,49.0,6,183004.38,3,1.0,0.0,198855.66,0,1.0,1.0,diamond,279,24/01/2020,Current,Mumbai Central
15618134, Kumar  ,560.0,spain,M,28.0,4,0.0,2,1.0,1.0,167827.45,0,0.0,3.0,PLATINUM,798,15/03/2022,Current ,Chennai South
15644642,Moore,609.0,,MALE,45.0,4,,3,0.0,1.0,125403.87,0,1.0,3.0,silver,957,19/01/2024,savings,Bangalore East
15646076,Brown,797.0,germany,F,24.0,9,50456.47,3,1.0,1.0,,0,0.0,5.0,GOLD,478,2023-10-14,Savings,Chennai South
15623808,Fischer,651.0,SPAIN,FEMALE,41.0,9,224074.43,2,1.0,1.0,193762.81,0,1.0,1.0,SILVER,606,21-Jan-2021,Savings,Ahmedabad Branch
15627192,Iyer,578.0,France,male,26.0,10,11047.35,1,1.0,0.0,157652.06,0,0.0,3.0,PLATINUM,529,06/07/2024,Current ,Chennai South
15645566,Miller,642.0,SPAIN,FEMALE,19.0,10,0.0,4,1.0,0.0,55655.3,0,0.0,2.0,platinum,66,09/13/2021,Savings,Bangalore East
15615371,Muller,608.0,,F,52.0,7,0.0,1,1.0,,132292.21,0,0.0,2.0,platinum,705,21/08/2021,savings,Delhi North
15632852,Miller,665.0,Germany ,male,45.0,2,111083.24,3,1.0,0.0,145349.32,1,1.0,5.0,Diamond,618,01/09/2021,Current,Ahmedabad Branch
15639021,Nair,614.0,Germany,male,34.0,0,20330.63,4,0.0,1.0,96188.45,1,0.0,5.0,Platinum,614,03-May-2021,,Lucknow Branch
15611031,verma,,France,FEMALE,,8,67019.33,3,,1.0,59826.4,0,0.0,3.0,Diamond,848,04-Apr-2019,savings,Hyderabad Hitech
15602991,SHARMA,557.0,FRANCE,MALE,59.0,8,101446.84,2,1.0,1.0,147580.46,0,1.0,4.0,DIAMOND,589,11/11/2022,Current ,Jaipur City
15627170,Wilson,690.0,FRANCE,F,44.0,6,49633.25,3,1.0,,82219.09,0,1.0,5.0,Diamond,111,07/10/2019,CURRENT,Pune West
15604162,Williams,556.0, Germany,male,37.0,1,127859.35,4,1.0,1.0,178907.35,0,0.0,3.0,gold,786,07-03-2023,Current ,Bangalore East
15630135,Singh,606.0,Germany,male,25.0,10,31511.68,4,1.0,0.0,82900.38,0,0.0,3.0,,884,25/01/2021,Savings,Mumbai Central
15611937,Brown,481.0,Germany ,male,27.0,1,41100.96,4,0.0,0.0,91442.47,0,0.0,5.0,platinum,991,25-Nov-2018,Current ,Ahmedabad Branch
15618120,Brown,668.0,france,F,,3,91521.68,3,1.0,0.0,94904.07,1,0.0,3.0,diamond,918,2019-01-03,Current ,Lucknow Branch
15631558,Reddy,661.0,Spain ,M,39.0,1,100486.89,2,1.0,0.0,66378.51,0,1.0,2.0,platinum,33,15/07/2018,CURRENT,Bangalore East
15600439,Miller,701.0,SPAIN,Female,35.0,4,38287.63,2,0.0,0.0,131040.01,1,1.0,4.0,,919,09-10-2020,Savings,Hyderabad Hitech
15616109,Patel,592.0,Germany,MALE,43.0,10,158343.52,2,0.0,1.0,105398.16,0,0.0,4.0,Platinum,931,12/08/2022,savings,Kolkata Main
15603955,Weber,,Germany,F,40.0,4,24986.24,2,,,42420.94,0,0.0,1.0,GOLD,656,,Current,Lucknow Branch
15611988,Meyer,579.0,GERMANY,FEMALE,21.0,7,205919.43,1,0.0,0.0,30945.27,0,0.0,3.0,Gold,847,06/02/2022,Savings,Jaipur City
15604696,Kumar,617.0,germany,Male,48.0,5,165265.85,3,1.0,1.0,75353.33,1,0.0,3.0,Gold,707,04-Jan-2020,Current ,Mumbai Central
15649031,Davis,714.0,GERMANY,MALE,31.0,10,62448.37,4,1.0,1.0,64438.04,0,0.0,3.0,gold,281,23/07/2020,Current,Bangalore East
15639487,Becker,712.0,Spain ,male,38.0,2,36242.26,4,1.0,0.0,105636.65,0,0.0,3.0,Platinum,620,2019-10-20,Current,Hyderabad Hitech
15625078,Iyer,683.0,France ,FEMALE,20.0,2,95169.24,4,0.0,0.0,67506.88,0,0.0,3.0,Platinum,596,2018-04-07,Savings,Delhi North
15647291,Wagner,594.0, France,female,31.0,9,,1,0.0,1.0,58185.65,0,1.0,2.0,SILVER,936,03/03/2024,Current,Mumbai Central
15614462,Patel,665.0,Spain,F,55.0,6,15010.18,1,1.0,0.0,109086.5,1,0.0,,Silver,505,24-06-2023,CURRENT,Hyderabad Hitech
15617333,Hoffmann,764.0,Spain ,female,48.0,1,144809.41,1,1.0,1.0,,0,0.0,3.0,diamond,784,03-06-2020,savings,Kolkata Main
15639594,Williams,,France ,M,36.0,1,90172.33,3,0.0,0.0,67033.98,0,0.0,4.0,PLATINUM,937,15-Jul-2023,savings,Mumbai Central
15600754,Hoffmann,739.0,Spain ,MALE,35.0,10,138985.81,3,0.0,0.0,37949.58,0,1.0,5.0,DIAMOND,995,2020-10-01,Current,Mumbai Central
15648649,Brown,630.0,Spain ,M,58.0,3,28590.45,2,1.0,1.0,38176.08,0,0.0,2.0,PLATINUM,917,21-Oct-2020,CURRENT,Chennai South
15600509,Garcia,626.0,Germany ,female,29.0,10,,2,0.0,0.0,131155.42,0,0.0,2.0,PLATINUM,173,19-Mar-2021,Current,Jaipur City
15634765,Schmidt,787.0, Spain,FEMALE,42.0,10,133542.48,2,1.0,1.0,13016.5,0,0.0,4.0,PLATINUM,191,09/08/2024,CURRENT,Chennai South
15634425,Jones,577.0, France,FEMALE,29.0,0,70731.48,3,1.0,0.0,157914.1,0,0.0,1.0,platinum,764,,CURRENT,Bangalore East
15610730,Becker,646.0,Spain ,Female,49.0,9,49903.4,4,1.0,0.0,101897.31,0,0.0,4.0,Diamond,912,11-Jul-2024,Savings,Lucknow Branch
15648828,Smith,654.0,spain,Female,49.0,6,30664.72,1,0.0,1.0,74257.24,0,0.0,2.0,Silver,714,12-Apr-2019,CURRENT,Chennai South
15640301,Singh,597.0,spain,Male,30.0,6,,1,1.0,0.0,4906.23,0,0.0,3.0,silver,62,2023-01-23,Savings,Pune West
15618337,Wilson,623.0,SPAIN,Female,39.0,3,6413.62,3,1.0,0.0,61279.64,0,0.0,3.0,gold,261,2021-04-17,Current ,Delhi North
15627502,Reddy,627.0,France ,MALE,19.0,9,37383.61,1,1.0,0.0,181281.04,0,1.0,2.0,DIAMOND,703,25/03/2022,savings,Lucknow Branch
15617720,Iyer,851.0,GERMANY,F,,6,39934.94,4,1.0,1.0,197749.94,0,0.0,4.0,silver,813,02-Jun-2022,Current ,Bangalore East
15625032,Kumar,810.0,Spain ,Female,39.0,10,141382.98,1,0.0,1.0,193948.5,0,0.0,1.0,silver,935,09/20/2024,,Hyderabad Hitech
15634234,Muller,488.0,France ,Male,36.0,6,98697.9,3,1.0,1.0,34068.4,1,1.0,4.0,platinum,738,01-04-2023,Current,Lucknow Branch
15636440,Jones,727.0,Germany ,M,31.0,4,161056.2,3,1.0,1.0,168838.92,0,0.0,1.0,Diamond,437,2019-02-21,Current ,Hyderabad Hitech
15601224,Davis,537.0,france,Male,28.0,9,137010.06,4,0.0,0.0,101598.47,0,0.0,4.0,DIAMOND,316,20-Mar-2022,CURRENT,Kolkata Main
15600700,MULLER,517.0,Germany ,FEMALE,30.0,9,145224.07,1,0.0,1.0,92877.68,1,1.0,3.0,GOLD,499,03-Nov-2018,Savings,Lucknow Branch
15626939,Kumar,760.0,germany,Male,30.0,6,124631.07,1,1.0,0.0,159829.77,1,0.0,1.0,Silver,177,2018-08-27,,Chennai South
15603294,Reddy,611.0,Spain,F,48.0,7,135949.55,4,1.0,1.0,8005.05,1,0.0,5.0,platinum,615,10/07/2022,CURRENT,Bangalore East
15626476,Jones,778.0,germany,female,61.0,0,119586.53,1,0.0,1.0,199555.98,0,1.0,4.0,Diamond,558,09/07/2024,CURRENT,Mumbai Central
15623863, Davis  ,668.0, Spain,Female,18.0,0,97747.52,4,0.0,0.0,28505.68,0,0.0,5.0,gold,800,02-11-2023,Current,Delhi North
15645762,NAIR,612.0,France ,Female,59.0,3,0.0,4,1.0,1.0,111507.56,0,1.0,5.0,Diamond,31,2020-11-18,Current ,Bangalore East
15610997,Gupta,574.0,Spain,F,20.0,6,27754.21,3,1.0,1.0,140854.07,0,0.0,2.0,SILVER,677,09/27/2023,Current,Delhi North
15602344,Verma,488.0,France ,male,18.0,8,131667.23,3,1.0,1.0,,0,0.0,4.0,diamond,903,23/05/2020,Current,Pune West
15646445,Patel,467.0,France ,female,43.0,0,52721.04,1,0.0,1.0,17443.87,1,0.0,,PLATINUM,196,10-10-2023,Savings,Bangalore East
15634904,JOHNSON,601.0,FRANCE,F,39.0,3,-161936.54,3,0.0,,62807.13,0,1.0,5.0,SILVER,314,23/09/2019,Current ,Delhi North
15629940,Gupta,638.0,spain,FEMALE,51.0,7,0.0,3,1.0,1.0,162764.25,0,0.0,1.0,GOLD,258,,Current,Ahmedabad Branch
15645409,Gupta,,SPAIN,female,43.0,10,50579.88,1,0.0,1.0,31516.53,1,0.0,,platinum,363,01/01/2021,savings,Ahmedabad Branch
15628333,Meyer,606.0,SPAIN,F,54.0,0,142216.71,1,1.0,1.0,4282.63,0,0.0,3.0,GOLD,165,2023-09-03,Savings,Lucknow Branch
15645649,Sharma,648.0,France,MALE,26.0,2,0.0,1,1.0,1.0,53131.72,0,0.0,4.0,Gold,571,22-Jul-2024,Savings,Jaipur City
15629581,Kumar,582.0,spain,F,31.0,1,124323.96,2,1.0,1.0,129634.38,0,1.0,3.0,,977,15/07/2020,Current,Delhi North
15643157,Meyer,, Germany,F,39.0,4,29103.76,4,0.0,0.0,85213.11,0,0.0,3.0,Gold,441,24-Oct-2019,Savings,Lucknow Branch
15639957,Hoffmann,587.0,FRANCE,FEMALE,53.0,7,107503.84,4,1.0,1.0,26536.58,0,0.0,4.0,silver,495,03/05/2023,Current ,Chennai South
15612963,Patel,722.0,germany,MALE,31.0,7,164585.87,4,1.0,0.0,54565.74,1,0.0,3.0,platinum,842,18-04-2018,savings,Kolkata Main
15627144,Davis,622.0,GERMANY,MALE,50.0,3,139856.48,4,1.0,0.0,192327.78,0,0.0,3.0,PLATINUM,835,10/20/2022,Current ,Chennai South
15612702,Fischer,594.0, France,F,,6,24112.67,2,1.0,0.0,56611.63,0,0.0,4.0,diamond,749,12/05/2024,CURRENT,Bangalore East
15624614,Garcia,,France,female,47.0,8,,3,0.0,0.0,108099.82,1,0.0,4.0,silver,90,07/06/2023,savings,Ahmedabad Branch
15610095,Miller,727.0,Spain,Male,32.0,10,,2,1.0,0.0,42678.09,0,0.0,,GOLD,254,11/12/2023,CURRENT,Hyderabad Hitech
15605232,Sharma,676.0,Spain,female,45.0,3,162899.42,2,,1.0,,1,1.0,3.0,Platinum,153,2021-10-20,CURRENT,Pune West
15611345,johnson,784.0,Germany,Male,28.0,1,78611.12,1,1.0,1.0,114028.71,1,0.0,2.0,PLATINUM,640,09-Nov-2024,CURRENT,Hyderabad Hitech
15620003,Wagner,669.0,SPAIN,Female,30.0,5,20946.1,3,1.0,0.0,188031.64,1,0.0,3.0,gold,995,19-02-2022,Current ,Chennai South
15644902,Williams,615.0,germany,,26.0,7,77661.72,3,0.0,1.0,62740.71,1,0.0,3.0,Silver,956,20-Aug-2024,CURRENT,Pune West
15609170,Jones,691.0,Germany ,F,53.0,5,165267.61,3,0.0,0.0,70468.31,0,0.0,3.0,diamond,339,16-Apr-2020,Savings,Bangalore East
15635036,Williams,658.0,France,Female,41.0,4,,1,1.0,1.0,132295.25,1,0.0,5.0,GOLD,310,,CURRENT,Kolkata Main
15648337,Muller,797.0,FRANCE,FEMALE,18.0,9,129055.18,1,1.0,0.0,27619.62,0,0.0,4.0,PLATINUM,410,14/05/2020,savings,Jaipur City
15643417,Singh,572.0,Germany ,female,46.0,7,16649.97,4,1.0,1.0,142882.06,1,0.0,4.0,Silver,924,03/11/2018,CURRENT,Ahmedabad Branch
15645313,Wagner,498.0, Spain,M,64.0,5,88725.63,3,0.0,0.0,119705.69,0,0.0,4.0,platinum,72,16-09-2022,savings,Pune West
15603841,Weber,597.0,SPAIN,female,50.0,8,25326.92,4,0.0,0.0,44641.63,0,0.0,4.0,PLATINUM,741,22-Sep-2020,Current ,Lucknow Branch
15649491,BAUER,661.0,France,Male,39.0,9,117423.95,1,1.0,0.0,147664.35,1,1.0,5.0,Gold,908,11/18/2021,Current,Pune West
15603230,Reddy,596.0, Germany,male,32.0,0,135757.4,2,1.0,1.0,14713.77,0,,3.0,platinum,781,12-Mar-2021,Current ,Kolkata Main
15634600,Becker,584.0,France,Male,51.0,2,182456.18,3,,0.0,196279.75,0,0.0,3.0,gold,229,18-01-2023,Current,Bangalore East
15625442,Miller,480.0, France,M,42.0,4,69699.49,3,0.0,0.0,105356.1,0,0.0,,PLATINUM,857,04/10/2019,Current ,Hyderabad Hitech
15631923,Gupta,578.0,France ,FEMALE,172.0,7,,2,1.0,1.0,127032.36,0,0.0,5.0,SILVER,946,2023-05-26,CURRENT,Pune West
15629884,Brown,590.0,France ,F,41.0,3,9351.0,4,1.0,0.0,45028.57,0,0.0,5.0,diamond,533,2019-02-25,savings,Ahmedabad Branch
15639624, Garcia  ,570.0,Germany,Female,,8,0.0,4,1.0,1.0,147849.05,0,0.0,2.0,Gold,864,02/02/2024,Savings,Hyderabad Hitech
15632239,Sharma,635.0, France,female,59.0,0,88111.97,1,1.0,0.0,158844.25,0,0.0,1.0,GOLD,358,2020-11-26,Savings,Hyderabad Hitech
15629147,Verma,698.0,spain,M,28.0,4,151248.84,2,0.0,1.0,91130.69,0,0.0,3.0,GOLD,262,18/05/2024,savings,Bangalore East
15620976,Nair,674.0,SPAIN,Male,50.0,1,-34165.06,2,0.0,,195606.47,0,0.0,3.0,Diamond,825,24/06/2019,CURRENT,Kolkata Main
15609591,Garcia,,Germany,MALE,38.0,3,157754.0,1,1.0,0.0,120750.01,1,0.0,5.0,Diamond,378,16/06/2018,CURRENT,Hyderabad Hitech
15625744,Smith,594.0, Germany,Female,45.0,3,0.0,1,0.0,1.0,183810.39,1,0.0,2.0,Diamond,903,04/03/2024,Current,Jaipur City
15626051,Singh,607.0,Spain,F,35.0,1,151870.22,1,1.0,1.0,186705.9,1,0.0,3.0,DIAMOND,612,08/09/2021,Savings,Chennai South
15645747,Gupta,678.0, Spain,MALE,44.0,5,75358.15,1,0.0,1.0,31289.29,0,0.0,3.0,silver,91,14-Jul-2019,CURRENT,Chennai South
15632337,Reddy,721.0, Germany,FEMALE,47.0,3,123479.83,4,1.0,0.0,90706.41,1,0.0,1.0,PLATINUM,574,2020-02-27,Savings,Bangalore East
15643672,Meyer,614.0,france,FEMALE,,1,275466.77,4,0.0,1.0,133778.57,1,0.0,3.0,Diamond,401,2020-11-16,Current ,Ahmedabad Branch
15647098,Brown,639.0,france,MALE,33.0,0,43015.92,3,,1.0,198714.99,1,1.0,3.0,Gold,424,2018-01-10,Current,Jaipur City
15648845,Davis,495.0, Germany,M,28.0,4,45286.24,3,1.0,1.0,,0,0.0,4.0,,916,2018-05-13,CURRENT,Ahmedabad Branch
15648409,Bauer,715.0, France,female,,3,142580.32,1,0.0,1.0,28728.06,0,0.0,4.0,DIAMOND,679,01-06-2019,CURRENT,Chennai South
15618404,Kumar,611.0,FRANCE,female,25.0,1,67179.93,4,0.0,1.0,9637.12,0,0.0,3.0,diamond,811,02-02-2022,savings,Hyderabad Hitech
15609235,Wilson,424.0,Germany,FEMALE,19.0,4,43044.5,2,1.0,1.0,124718.42,0,0.0,,,687,14-Feb-2018,,Lucknow Branch
15634168,Schmidt,668.0,germany,MALE,21.0,5,206008.89,1,1.0,1.0,1758.39,0,0.0,3.0,Diamond,357,04/01/2023,Current,Mumbai Central
15623878,Smith,580.0,Spain,Male,49.0,7,14395.13,1,1.0,1.0,79277.86,0,1.0,1.0,Gold,311,13-01-2019,Current ,Kolkata Main
15622388,Kumar,649.0,GERMANY,male,34.0,1,26057.65,2,1.0,0.0,154936.15,0,0.0,2.0,SILVER,978,2023-03-10,Savings,Jaipur City
15646023,Brown,617.0,Spain,FEMALE,33.0,8,0.0,4,1.0,1.0,80809.87,0,0.0,3.0,Gold,787,2023-11-21,Current,Hyderabad Hitech
15614222,Kumar,473.0,Spain,Female,36.0,0,50359.61,2,1.0,1.0,104551.86,0,0.0,3.0,SILVER,890,22-06-2024,Savings,Chennai South
15609416, Reddy  ,561.0,Germany ,,45.0,10,123101.39,3,1.0,0.0,1115.97,1,1.0,5.0,Silver,525,10-10-2021,CURRENT,Hyderabad Hitech
15605454,Brown,806.0,GERMANY,FEMALE,30.0,0,113762.94,2,1.0,0.0,187238.06,0,0.0,4.0,Platinum,600,15/02/2021,savings,Chennai South
15601778,Wilson,642.0,france,male,28.0,4,81433.22,2,1.0,1.0,16482.71,0,1.0,5.0,platinum,202,17-Feb-2021,Savings,Ahmedabad Branch
15608091,Gupta,632.0,Spain ,FEMALE,53.0,3,86521.85,4,,0.0,107718.78,0,0.0,3.0,Gold,609,2023-03-21,CURRENT,Ahmedabad Branch
15636399,Weber,755.0,FRANCE,FEMALE,26.0,8,50641.45,4,,0.0,104160.12,0,0.0,3.0,diamond,916,,,Kolkata Main
15627856,Kumar,692.0,France ,F,34.0,6,0.0,3,0.0,0.0,,1,0.0,2.0,SILVER,277,2018-04-21,CURRENT,Kolkata Main
15641115,Fischer,661.0, Germany,MALE,49.0,7,62055.31,3,1.0,1.0,10554.01,1,0.0,1.0,SILVER,329,01/14/2023,Current ,Lucknow Branch
15636453,Singh,670.0,france,Male,25.0,0,73011.95,4,1.0,1.0,177012.39,0,0.0,2.0,GOLD,73,05-03-2020,CURRENT,Pune West
15621258,Iyer,581.0,FRANCE,FEMALE,18.0,5,0.0,3,1.0,,154639.1,1,0.0,4.0,Platinum,557,06-Sep-2020,CURRENT,Bangalore East
15619970,Hoffmann,697.0,France ,Male,152.0,3,21005.45,1,0.0,1.0,89601.82,0,1.0,1.0,Platinum,390,2019-08-06,CURRENT,Kolkata Main
15640372,Wagner,615.0,GERMANY,Female,45.0,9,-6555.58,4,1.0,1.0,100605.31,0,0.0,4.0,platinum,390,22-11-2023,Current,Bangalore East
15615314,Johnson,487.0,FRANCE,FEMALE,40.0,7,58441.43,4,0.0,,49457.77,0,0.0,,Gold,638,,Current ,Delhi North
15606074,Brown,454.0,SPAIN,Male,44.0,4,90824.85,3,0.0,1.0,43041.09,0,1.0,4.0,Gold,606,2018-08-05,CURRENT,Ahmedabad Branch
15610054,Moore,360.0,germany,Female,45.0,9,0.0,2,,1.0,12916.06,1,0.0,5.0,SILVER,167,15-Oct-2024,CURRENT,Chennai South
15638418,SINGH,821.0,FRANCE,Female,18.0,0,113266.77,3,1.0,0.0,163251.53,0,0.0,4.0,GOLD,198,03-Jun-2024,savings,Pune West
15610554,Patel,658.0,Spain ,M,37.0,4,33654.2,4,0.0,1.0,48602.35,1,0.0,3.0,gold,83,01/07/2020,Savings,Mumbai Central
15615109, Nair  ,774.0,Spain,M,43.0,7,75684.57,1,0.0,1.0,,0,0.0,5.0,Diamond,279,19/09/2023,Savings,Mumbai Central
15641360,Reddy,548.0,,F,37.0,5,,4,1.0,0.0,184306.1,0,1.0,5.0,Silver,263,2018-02-19,savings,Bangalore East
15619379,Fischer,710.0,Germany,MALE,46.0,6,117833.4,4,1.0,1.0,115304.88,0,0.0,4.0,Diamond,189,11-Aug-2021,savings,Lucknow Branch
15637980,Brown,601.0, France,FEMALE,18.0,6,123259.07,2,0.0,0.0,195330.36,0,,4.0,platinum,685,02-09-2018,Current,Delhi North
15610628,Smith,625.0,Germany ,M,26.0,8,99584.38,2,1.0,1.0,145653.39,1,0.0,2.0,SILVER,653,,Current ,Lucknow Branch
15628280,Sharma,635.0,Spain ,Female,,3,0.0,1,0.0,0.0,26224.75,0,0.0,3.0,,622,2023-01-16,Current,Mumbai Central
15635507,Singh,, Germany,M,31.0,1,187056.67,4,0.0,0.0,18043.73,0,1.0,4.0,,305,,savings,Jaipur City
15621472,Muller,729.0, Germany,FEMALE,42.0,4,177420.68,3,0.0,1.0,170509.35,0,0.0,4.0,silver,216,10-07-2018,Current,Mumbai Central
15627046,Davis,758.0,spain,female,60.0,4,125685.65,4,1.0,0.0,133159.23,1,0.0,3.0,diamond,132,02-05-2021,Current,Chennai South
15629200,Nair,637.0, France,Female,,6,92087.06,2,1.0,0.0,180836.07,0,0.0,1.0,Silver,170,12/11/2024,savings,Bangalore East
15637182,Schmidt,563.0,SPAIN,Male,41.0,4,64012.64,4,1.0,1.0,141378.42,0,0.0,4.0,platinum,324,01-03-2018,Current,Delhi North
15635201,Meyer,800.0, Spain,MALE,33.0,8,89674.54,3,,1.0,127853.15,0,0.0,3.0,diamond,807,09-Sep-2023,savings,Jaipur City
